"","Symbol","Name"
"5767","PSA^C","Public Storage"
"5768","PSA^D","Public Storage"
"5769","PSA^E","Public Storage"
"5770","PSA^F","Public Storage"
"5771","PSA^G","Public Storage"
"5772","PSA^H","Public Storage"
"5773","PSA^U","Public Storage"
"5774","PSA^V","Public Storage"
"5775","PSA^W","Public Storage"
"5776","PSA^X","Public Storage"
"5777","PSA^Z","Public Storage"
"5778","PHM","PulteGroup, Inc."
"5779","PSTG","Pure Storage, Inc. "
"5780","PMM","Putnam Managed Municipal Income Trust"
"5781","PIM","Putnam Master Intermediate Income Trust"
"5782","PMO","Putnam Municipal Opportunities Trust"
"5783","PPT","Putnam Premier Income Trust"
"5784","NEW","Puxin Limited"
"5785","PVH","PVH Corp."
"5786","PYX","Pyxus International, Inc."
"5787","PZN","Pzena Investment Management Inc"
"5788","QTWO","Q2 Holdings, Inc."
"5789","QEP","QEP Resources, Inc."
"5790","QGEN","Qiagen N.V."
"5791","QTS","QTS Realty Trust, Inc."
"5792","QTS^A","QTS Realty Trust, Inc."
"5793","QTS^B","QTS Realty Trust, Inc."
"5794","QUAD","Quad Graphics, Inc"
"5795","KWR","Quaker Chemical Corporation"
"5796","NX","Quanex Building Products Corporation"
"5797","PWR","Quanta Services, Inc."
"5798","QD","Qudian Inc."
"5799","DGX","Quest Diagnostics Incorporated"
"5800","QES","Quintana Energy Services Inc."
"5801","QHC","Quorum Health Corporation"
"5802","QUOT","Quotient Technology Inc."
"5803","QVCD","QVC, Inc."
"5804","CTAA","Qwest Corporation"
"5805","CTBB","Qwest Corporation"
"5806","CTDD","Qwest Corporation"
"5807","CTV","Qwest Corporation"
"5808","CTY","Qwest Corporation"
"5809","CTZ","Qwest Corporation"
"5810","RRD","R.R. Donnelley & Sons Company"
"5811","RMED","Ra Medical Systems, Inc."
"5812","RDN","Radian Group Inc."
"5813","RL","Ralph Lauren Corporation"
"5814","RRC","Range Resources Corporation"
"5815","RNGR","Ranger Energy Services, Inc."
"5816","RJF","Raymond James Financial, Inc."
"5817","RYAM","Rayonier Advanced Materials Inc."
"5818","RYAM^A","Rayonier Advanced Materials Inc."
"5819","RYN","Rayonier Inc."
"5820","RTN","Raytheon Company"
"5821","RMAX","RE/MAX Holdings, Inc."
"5822","RC","Ready Capital Corporation"
"5823","RCA","Ready Capital Corporation"
"5824","RCP","Ready Capital Corporation"
"5825","RLGY","Realogy Holdings Corp."
"5826","O","Realty Income Corporation"
"5827","RHT","Red Hat, Inc."
"5828","RLH","Red Lion Hotels Corporation"
"5829","RWT","Redwood Trust, Inc."
"5830","RBC","Regal Beloit Corporation"
"5831","RWGE","Regalwood Global Energy Ltd."
"5832","RWGE.U","Regalwood Global Energy Ltd."
"5833","RWGE.WS","Regalwood Global Energy Ltd."
"5834","RM","Regional Management Corp."
"5835","RF","Regions Financial Corporation"
"5836","RF^A","Regions Financial Corporation"
"5837","RF^B","Regions Financial Corporation"
"5838","RF^C","Regions Financial Corporation"
"5839","RGS","Regis Corporation"
"5840","RGA","Reinsurance Group of America, Incorporated"
"5841","RZA","Reinsurance Group of America, Incorporated"
"5842","RZB","Reinsurance Group of America, Incorporated"
"5843","RS","Reliance Steel & Aluminum Co."
"5844","RELX","RELX PLC"
"5845","RNR","RenaissanceRe Holdings Ltd."
"5846","RNR^C","RenaissanceRe Holdings Ltd."
"5847","RNR^E","RenaissanceRe Holdings Ltd."
"5848","RNR^F","RenaissanceRe Holdings Ltd."
"5849","SOL","Renesola Ltd."
"5850","RENN","Renren Inc."
"5851","RPLA","Replay Acquisition Corp."
"5852","RPLA.U","Replay Acquisition Corp."
"5853","RPLA.WS","Replay Acquisition Corp."
"5854","RSG","Republic Services, Inc."
"5855","REZI","Resideo Technologies, Inc."
"5856","RMD","ResMed Inc."
"5857","RFP","Resolute Forest Products Inc."
"5858","QSR","Restaurant Brands International Inc."
"5859","RPAI","Retail Properties of America, Inc."
"5860","RVI","Retail Value Inc."
"5861","REVG","REV Group, Inc."
"5862","REV","Revlon, Inc."
"5863","REX","REX American Resources Corporation"
"5864","REXR","Rexford Industrial Realty, Inc."
"5865","REXR^A","Rexford Industrial Realty, Inc."
"5866","REXR^B","Rexford Industrial Realty, Inc."
"5867","RXN","Rexnord Corporation"
"5868","RXN^A","Rexnord Corporation"
"5869","RH","RH"
"5870","RNG","Ringcentral, Inc."
"5871","RIO","Rio Tinto Plc"
"5872","RBA","Ritchie Bros. Auctioneers Incorporated"
"5873","RAD","Rite Aid Corporation"
"5874","RMPL^","RiverNorth Marketplace Lending Corporation"
"5875","RMI","RiverNorth Opportunistic Municipal Income Fund, Inc."
"5876","RIV","RiverNorth Opportunities Fund, Inc."
"5877","OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc."
"5878","RLI","RLI Corp."
"5879","RLJ","RLJ Lodging Trust"
"5880","RLJ^A","RLJ Lodging Trust"
"5881","RMG","RMG Acquisition Corp."
"5882","RMG.U","RMG Acquisition Corp."
"5883","RMG.WS","RMG Acquisition Corp."
"5884","RRTS","Roadrunner Transportation Systems, Inc."
"5885","ROAN","Roan Resources, Inc."
"5886","RHI","Robert Half International Inc."
"5887","ROK","Rockwell Automation, Inc."
"5888","RCI","Rogers Communication, Inc."
"5889","ROG","Rogers Corporation"
"5890","ROL","Rollins, Inc."
"5891","ROP","Roper Technologies, Inc."
"5892","RST","Rosetta Stone"
"5893","RY","Royal Bank Of Canada"
"5894","RY^T","Royal Bank Of Canada"
"5895","RBS","Royal Bank Scotland plc (The)"
"5896","RCL","Royal Caribbean Cruises Ltd."
"5897","RDS.A","Royal Dutch Shell PLC"
"5898","RDS.B","Royal Dutch Shell PLC"
"5899","RGT","Royce Global Value Trust, Inc."
"5900","RMT","Royce Micro-Cap Trust, Inc."
"5901","RVT","Royce Value Trust, Inc."
"5902","RES","RPC, Inc."
"5903","RPM","RPM International Inc."
"5904","RPT","RPT Realty"
"5905","RPT^D","RPT Realty"
"5906","RTW","RTW Retailwinds, Inc."
"5907","RTEC","Rudolph Technologies, Inc."
"5908","RYB","RYB Education, Inc."
"5909","R","Ryder System, Inc."
"5910","RYI","Ryerson Holding Corporation"
"5911","RHP","Ryman Hospitality Properties, Inc."
"5912","SPGI","S&P Global Inc."
"5913","SBR","Sabine Royalty Trust"
"5914","SB","Safe Bulkers, Inc"
"5915","SB^C","Safe Bulkers, Inc"
"5916","SB^D","Safe Bulkers, Inc"
"5917","SFE","Safeguard Scientifics, Inc."
"5918","SAFE","Safehold Inc."
"5919","SAIL","SailPoint Technologies Holdings, Inc."
"5920","CRM","Salesforce.com Inc"
"5921","SMM","Salient Midstream & MLP Fund"
"5922","SBH","Sally Beauty Holdings, Inc."
"5923","SJT","San Juan Basin Royalty Trust"
"5924","SD","SandRidge Energy, Inc."
"5925","SDT","SandRidge Mississippian Trust I"
"5926","SDR","SandRidge Mississippian Trust II"
"5927","PER","SandRidge Permian Trust"
"5928","SC","Santander Consumer USA Holdings Inc."
"5929","SAP","SAP SE"
"5930","SAB","Saratoga Investment Corp"
"5931","SAF","Saratoga Investment Corp"
"5932","SAR","Saratoga Investment Corp"
"5933","SSL","Sasol Ltd."
"5934","BFS","Saul Centers, Inc."
"5935","BFS^C","Saul Centers, Inc."
"5936","BFS^D","Saul Centers, Inc."
"5937","SLB","Schlumberger N.V."
"5938","SNDR","Schneider National, Inc."
"5939","SWM","Schweitzer-Mauduit International, Inc."
"5940","SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION"
"5941","SALT","Scorpio Bulkers Inc."
"5942","SLTB","Scorpio Bulkers Inc."
"5943","SBNA","Scorpio Tankers Inc."
"5944","STNG","Scorpio Tankers Inc."
"5945","SMG","Scotts Miracle-Gro Company (The)"
"5946","KTF","Scudder Municiple Income Trust"
"5947","KSM","Scudder Strategic Municiple Income Trust"
"5948","SE","Sea Limited"
"5949","SA","Seabridge Gold, Inc."
"5950","CKH","SEACOR Holdings, Inc."
"5951","SMHI","SEACOR Marine Holdings Inc."
"5952","SDRL","Seadrill Limited"
"5953","SDLP","Seadrill Partners LLC"
"5954","SEE","Sealed Air Corporation"
"5955","SSW","Seaspan Corporation"
"5956","SSW^D","Seaspan Corporation"
"5957","SSW^E","Seaspan Corporation"
"5958","SSW^G","Seaspan Corporation"
"5959","SSW^H","Seaspan Corporation"
"5960","SSW^I","Seaspan Corporation"
"5961","SSWA","Seaspan Corporation"
"5962","SEAS","SeaWorld Entertainment, Inc."
"5963","JBN","Select Asset Inc."
"5964","JBR","Select Asset Inc."
"5965","WTTR","Select Energy Services, Inc."
"5966","SEM","Select Medical Holdings Corporation"
"5967","SEMG","Semgroup Corporation"
"5968","SMI","Semiconductor  Manufacturing International Corporation"
"5969","SRE","Sempra Energy"
"5970","SRE^A","Sempra Energy"
"5971","SRE^B","Sempra Energy"
"5972","ST","Sensata Technologies Holding plc"
"5973","SXT","Sensient Technologies Corporation"
"5974","SQNS","Sequans Communications S.A."
"5975","SRG","Seritage Growth Properties"
"5976","SRG^A","Seritage Growth Properties"
"5977","SCI","Service Corporation International"
"5978","SERV","ServiceMaster Global Holdings, Inc."
"5979","NOW","ServiceNow, Inc."
"5980","SHAK","Shake Shack, Inc."
"5981","SJR","Shaw Communications Inc."
"5982","SHLX","Shell Midstream Partners, L.P."
"5983","SHW","Sherwin-Williams Company (The)"
"5984","SHG","Shinhan Financial Group Co Ltd"
"5985","SFL","Ship Finance International Limited"
"5986","SHOP","Shopify Inc."
"5987","SSTK","Shutterstock, Inc."
"5988","SBGL","Sibanye Gold Limited"
"5989","SIG","Signet Jewelers Limited"
"5990","SBOW","SilverBow Resorces, Inc."
"5991","SPG","Simon Property Group, Inc."
"5992","SPG^J","Simon Property Group, Inc."
"5993","SSD","Simpson Manufacturing Company, Inc."
"5994","SHI","SINOPEC Shangai Petrochemical Company, Ltd."
"5995","SITC","SITE Centers Corp."
"5996","SITC^A","SITE Centers Corp."
"5997","SITC^J","SITE Centers Corp."
"5998","SITC^K","SITE Centers Corp."
"5999","SITE","SiteOne Landscape Supply, Inc."
"6000","SIX","Six Flags Entertainment Corporation New"
"6001","SJW","SJW Group"
"6002","SKM","SK Telecom Co., Ltd."
"6003","SKX","Skechers U.S.A., Inc."
"6004","SKY","Skyline Champion Corporation"
"6005","SLG","SL Green Realty Corp"
"6006","SLG^I","SL Green Realty Corp"
"6007","SM","SM Energy Company"
"6008","SFS","Smart"
"6009","SMAR","Smartsheet Inc."
"6010","SNN","Smith & Nephew SNATS, Inc."
"6011","SNAP","Snap Inc."
"6012","SNA","Snap-On Incorporated"
"6013","IPOA","Social Capital Hedosophia Holdings Corp."
"6014","IPOA.U","Social Capital Hedosophia Holdings Corp."
"6015","IPOA.WS","Social Capital Hedosophia Holdings Corp."
"6016","SQM","Sociedad Quimica y Minera S.A."
"6017","SOGO","Sogou Inc."
"6018","SOI","Solaris Oilfield Infrastructure, Inc."
"6019","SWI","SolarWinds Corporation"
"6020","SAH","Sonic Automotive, Inc."
"6021","SON","Sonoco Products Company"
"6022","SNE","Sony Corp Ord"
"6023","BID","Sotheby&#39;s"
"6024","SOR","Source Capital, Inc."
"6025","SJI","South Jersey Industries, Inc."
"6026","SJIU","South Jersey Industries, Inc."
"6027","SCE^G","Southern California Edison Company"
"6028","SCE^H","Southern California Edison Company"
"6029","SCE^J","Southern California Edison Company"
"6030","SCE^K","Southern California Edison Company"
"6031","SCE^L","Southern California Edison Company"
"6032","SO","Southern Company (The)"
"6033","SOJA","Southern Company (The)"
"6034","SOJB","Southern Company (The)"
"6035","SOJC","Southern Company (The)"
"6036","SCCO","Southern Copper Corporation"
"6037","LUV","Southwest Airlines Company"
"6038","SWX","Southwest Gas Holdings, Inc."
"6039","SWN","Southwestern Energy Company"
"6040","SPAQ","Spartan Energy Acquisition Corp"
"6041","SPAQ.U","Spartan Energy Acquisition Corp"
"6042","SPAQ.WS","Spartan Energy Acquisition Corp"
"6043","SPE","Special Opportunities Fund Inc."
"6044","SPE^B","Special Opportunities Fund Inc."
"6045","SPB           ","Spectrum Brands Holdings, Inc."
"6046","TRK","Speedway Motorsports, Inc."
"6047","SR","Spire Inc."
"6048","SPR","Spirit Aerosystems Holdings, Inc."
"6049","SAVE","Spirit Airlines, Inc."
"6050","SMTA","Spirit MTA REIT"
"6051","SRC","Spirit Realty Capital, Inc."
"6052","SRC^A","Spirit Realty Capital, Inc."
"6053","SPOT","Spotify Technology S.A."
"6054","SRLP","Sprague Resources LP"
"6055","S","Sprint Corporation"
"6056","SPXC","SPX Corporation"
"6057","FLOW","SPX FLOW, Inc."
"6058","SQ","Square, Inc."
"6059","JOE","St. Joe Company (The)"
"6060","STAG","Stag Industrial, Inc."
"6061","STAG^C","Stag Industrial, Inc."
"6062","SSI","Stage Stores, Inc."
"6063","SMP","Standard Motor Products, Inc."
"6064","SXI","Standex International Corporation"
"6065","SWJ","Stanley Black & Decker, Inc."
"6066","SWK","Stanley Black & Decker, Inc."
"6067","SWP","Stanley Black & Decker, Inc."
"6068","STN","Stantec Inc"
"6069","SGU","Star Group, L.P."
"6070","SRT","StarTek, Inc."
"6071","STWD","STARWOOD PROPERTY TRUST, INC."
"6072","STT","State Street Corporation"
"6073","STT^C","State Street Corporation"
"6074","STT^D","State Street Corporation"
"6075","STT^E","State Street Corporation"
"6076","STT^G","State Street Corporation"
"6077","SPLP","Steel Partners Holdings LP"
"6078","SPLP^A","Steel Partners Holdings LP"
"6079","SCS","Steelcase Inc."
"6080","SCA","Stellus Capital Investment Corporation"
"6081","SCM","Stellus Capital Investment Corporation"
"6082","SCL","Stepan Company"
"6083","STE","STERIS plc"
"6084","STL","Sterling Bancorp"
"6085","STL^A","Sterling Bancorp"
"6086","STC","Stewart Information Services Corporation"
"6087","SF","Stifel Financial Corporation"
"6088","SF^A","Stifel Financial Corporation"
"6089","SF^B","Stifel Financial Corporation"
"6090","SFB","Stifel Financial Corporation"
"6091","STM","STMicroelectronics N.V."
"6092","EDF","Stone Harbor Emerging Markets Income Fund"
"6093","EDI","Stone Harbor Emerging Markets Total Income Fund"
"6094","STON","StoneMor Partners L.P."
"6095","SRI","Stoneridge, Inc."
"6096","STOR","STORE Capital Corporation"
"6097","GJH","STRATS Trust"
"6098","GJO","STRATS Trust"
"6099","GJS","STRATS Trust"
"6100","SYK","Stryker Corporation"
"6101","MSC","Studio City International Holdings Limited"
"6102","RGR","Sturm, Ruger & Company, Inc."
"6103","SPH","Suburban Propane Partners, L.P."
"6104","SMFG","Sumitomo Mitsui Financial Group Inc"
"6105","INN","Summit Hotel Properties, Inc."
"6106","INN^D","Summit Hotel Properties, Inc."
"6107","INN^E","Summit Hotel Properties, Inc."
"6108","SUM","Summit Materials, Inc."
"6109","SMLP","Summit Midstream Partners, LP"
"6110","SUI","Sun Communities, Inc."
"6111","SLF","Sun Life Financial Inc."
"6112","SXCP","SunCoke Energy Partners, L.P."
"6113","SXC","SunCoke Energy, Inc."
"6114","SU","Suncor Energy  Inc."
"6115","STG","Sunlands Technology Group"
"6116","SUN","Sunoco LP"
"6117","SHO","Sunstone Hotel Investors, Inc."
"6118","SHO^E","Sunstone Hotel Investors, Inc."
"6119","SHO^F","Sunstone Hotel Investors, Inc."
"6120","STI","SunTrust Banks, Inc."
"6121","STI^A","SunTrust Banks, Inc."
"6122","SPN","Superior Energy Services, Inc."
"6123","SUP","Superior Industries International, Inc."
"6124","SUZ","Suzano S.A."
"6125","SWZ","Swiss Helvetia Fund, Inc. (The)"
"6126","SWCH","Switch, Inc."
"6127","SYF","Synchrony Financial"
"6128","SNX","Synnex Corporation"
"6129","SNV","Synovus Financial Corp."
"6130","SNV^D","Synovus Financial Corp."
"6131","GJP","Synthetic Fixed-Income Securities, Inc."
"6132","GJR","Synthetic Fixed-Income Securities, Inc."
"6133","GJT","Synthetic Fixed-Income Securities, Inc."
"6134","GJV","Synthetic Fixed-Income Securities, Inc."
"6135","SYY","Sysco Corporation"
"6136","SYX","Systemax Inc."
"6137","DATA","Tableau Software, Inc."
"6138","TLRD","Tailored Brands, Inc."
"6139","TWN","Taiwan Fund, Inc. (The)"
"6140","TSM","Taiwan Semiconductor Manufacturing Company Ltd."
"6141","TAK","Takeda Pharmaceutical Company Limited"
"6142","TAL","TAL Education Group"
"6143","TGE","Tallgrass Energy, LP"
"6144","TALO","Talos Energy, Inc."
"6145","SKT","Tanger Factory Outlet Centers, Inc."
"6146","TPR","Tapestry, Inc."
"6147","NGLS^A","Targa Resources Partners LP"
"6148","TRGP","Targa Resources, Inc."
"6149","TGT","Target Corporation"
"6150","TARO","Taro Pharmaceutical Industries Ltd."
"6151","TTM","Tata Motors Ltd"
"6152","TCO","Taubman Centers, Inc."
"6153","TCO^J","Taubman Centers, Inc."
"6154","TCO^K","Taubman Centers, Inc."
"6155","TMHC","Taylor Morrison Home Corporation"
"6156","TRP","TC Energy Corporation"
"6157","TCP","TC PipeLines, LP"
"6158","TCF","TCF Financial Corporation"
"6159","TCF^D","TCF Financial Corporation"
"6160","TSI","TCW Strategic Income Fund, Inc."
"6161","TEL","TE Connectivity Ltd."
"6162","TISI","Team, Inc."
"6163","FTI","TechnipFMC plc"
"6164","TECK","Teck Resources Ltd"
"6165","TK","Teekay Corporation"
"6166","TGP","Teekay LNG Partners L.P."
"6167","TGP^A","Teekay LNG Partners L.P."
"6168","TGP^B","Teekay LNG Partners L.P."
"6169","TOO","Teekay Offshore Partners L.P."
"6170","TOO^A","Teekay Offshore Partners L.P."
"6171","TOO^B","Teekay Offshore Partners L.P."
"6172","TOO^E","Teekay Offshore Partners L.P."
"6173","TNK","Teekay Tankers Ltd."
"6174","GCI","TEGNA Inc."
"6175","TGNA","TEGNA Inc."
"6176","TRC","Tejon Ranch Co"
"6177","HQH","Tekla Healthcare Investors"
"6178","THQ","Tekla Healthcare Opportunies Fund"
"6179","HQL","Tekla Life Sciences Investors"
"6180","THW","Tekla World Healthcare Fund"
"6181","TDOC","Teladoc Health, Inc."
"6182","TLRA","Telaria, Inc."
"6183","TEO","Telecom Argentina Stet - France Telecom S.A."
"6184","TI","Telecom Italia S.P.A."
"6185","TI.A","Telecom Italia S.P.A."
"6186","TDY","Teledyne Technologies Incorporated"
"6187","TFX","Teleflex Incorporated"
"6188","VIV","Telefonica Brasil S.A."
"6189","TEF","Telefonica SA"
"6190","TDA","Telephone and Data Systems, Inc."
"6191","TDE","Telephone and Data Systems, Inc."
"6192","TDI","Telephone and Data Systems, Inc."
"6193","TDJ","Telephone and Data Systems, Inc."
"6194","TDS","Telephone and Data Systems, Inc."
"6195","TU","TELUS Corporation"
"6196","TDF","Templeton Dragon Fund, Inc."
"6197","EMF","Templeton Emerging Markets Fund"
"6198","TEI","Templeton Emerging Markets Income Fund, Inc."
"6199","GIM","Templeton Global Income Fund, Inc."
"6200","TPX","Tempur Sealy International, Inc."
"6201","TS","Tenaris S.A."
"6202","TME","Tencent Music Entertainment Group"
"6203","THC","Tenet Healthcare Corporation"
"6204","TNC","Tennant Company"
"6205","TEN","Tenneco Inc."
"6206","TVC","Tennessee Valley Authority"
"6207","TVE","Tennessee Valley Authority"
"6208","TDC","Teradata Corporation"
"6209","TEX","Terex Corporation"
"6210","TX","Ternium S.A."
"6211","TRNO","Terreno Realty Corporation"
"6212","TTI","Tetra Technologies, Inc."
"6213","TEVA","Teva Pharmaceutical Industries Limited"
"6214","TPL","Texas Pacific Land Trust"
"6215","TGH","Textainer Group Holdings Limited"
"6216","TXT","Textron Inc."
"6217","AES","The AES Corporation"
"6218","BX","The Blackstone Group L.P."
"6219","CEE","The Central and Eastern Europe Fund, Inc."
"6220","SCHW","The Charles Schwab Corporation"
"6221","SCHW^C","The Charles Schwab Corporation"
"6222","SCHW^D","The Charles Schwab Corporation"
"6223","COO","The Cooper Companies, Inc. "
"6224","GRX","The Gabelli Healthcare & Wellness Trust"
"6225","GRX^A","The Gabelli Healthcare & Wellness Trust"
"6226","GRX^B","The Gabelli Healthcare & Wellness Trust"
"6227","GDL","The GDL Fund"
"6228","GDL^C","The GDL Fund"
"6229","THG","The Hanover Insurance Group, Inc."
"6230","THGA","The Hanover Insurance Group, Inc."
"6231","MSG","The Madison Square Garden Company"
"6232","RUBI","The Rubicon Project, Inc."
"6233","TRV","The Travelers Companies, Inc."
"6234","VAM","The Vivaldi Opportunities Fund"
"6235","TMO","Thermo Fisher Scientific Inc"
"6236","THR","Thermon Group Holdings, Inc."
"6237","TPRE","Third Point Reinsurance Ltd."
"6238","TSLF","THL Credit Senior Loan Fund"
"6239","TCRW","THL Credit, Inc."
"6240","TCRZ","THL Credit, Inc."
"6241","TRI","Thomson Reuters Corp"
"6242","THO","Thor Industries, Inc."
"6243","TDW","Tidewater Inc."
"6244","TDW.WS.A","Tidewater Inc."
"6245","TDW.WS.B","Tidewater Inc."
"6246","TIER","TIER REIT, Inc."
"6247","TIF","Tiffany & Co."
"6248","TLYS","Tilly&#39;s, Inc."
"6249","TSU","TIM Participacoes S.A."
"6250","TKR","Timken Company (The)"
"6251","TMST","TimkenSteel Corporation"
"6252","TWI","Titan International, Inc."
"6253","TJX","TJX Companies, Inc. (The)"
"6254","TOL","Toll Brothers, Inc."
"6255","TR","Tootsie Roll Industries, Inc."
"6256","BLD","TopBuild Corp."
"6257","TMK","Torchmark Corporation"
"6258","TMK^C","Torchmark Corporation"
"6259","TTC","Toro Company (The)"
"6260","TD","Toronto Dominion Bank (The)"
"6261","SHLL","Tortoise Acquisition Corp."
"6262","SHLL.U","Tortoise Acquisition Corp."
"6263","SHLL.WS","Tortoise Acquisition Corp."
"6264","NDP","Tortoise Energy Independence Fund, Inc."
"6265","TYG","Tortoise Energy Infrastructure Corporation"
"6266","TEAF","Tortoise Essential Assets Income Term Fund"
"6267","NTG","Tortoise Midstream Energy Fund, Inc."
"6268","TTP","Tortoise Pipeline & Energy Fund, Inc."
"6269","TPZ","Tortoise Power and Energy Infrastructure Fund, Inc"
"6270","TOT","Total S.A."
"6271","TSS","Total System Services, Inc."
"6272","TOWR","Tower International, Inc."
"6273","TSQ","Townsquare Media, Inc."
"6274","TM","Toyota Motor Corp Ltd Ord"
"6275","TPGH","TPG Pace Holdings Corp."
"6276","TPGH.U","TPG Pace Holdings Corp."
"6277","TPGH.WS","TPG Pace Holdings Corp."
"6278","TRTX","TPG RE Finance Trust, Inc."
"6279","TSLX","TPG Specialty Lending, Inc."
"6280","TAC","TransAlta Corporation"
"6281","TCI","Transcontinental Realty Investors, Inc."
"6282","TDG","Transdigm Group Incorporated"
"6283","RIG","Transocean Ltd."
"6284","TGS","Transportadora De Gas Sa Ord B"
"6285","TRU","TransUnion"
"6286","TVPT","Travelport Worldwide Limited"
"6287","TREC","Trecora Resources"
"6288","TG","Tredegar Corporation"
"6289","THS","Treehouse Foods, Inc."
"6290","TREX","Trex Company, Inc."
"6291","TY","Tri Continental Corporation"
"6292","TY^","Tri Continental Corporation"
"6293","TPH","TRI Pointe Group, Inc."
"6294","TRCO","Tribune Media Company"
"6295","TRNE","Trine Acquisition Corp."
"6296","TRNE.U","Trine Acquisition Corp."
"6297","TRNE.WS","Trine Acquisition Corp."
"6298","TNET","TriNet Group, Inc."
"6299","TRN","Trinity Industries, Inc."
"6300","TSE","Trinseo S.A."
"6301","TPVG","TriplePoint Venture Growth BDC Corp."
"6302","TPVY","TriplePoint Venture Growth BDC Corp."
"6303","GTS","Triple-S Management Corporation"
"6304","TRTN","Triton International Limited"
"6305","TRTN^A","Triton International Limited"
"6306","TGI","Triumph Group, Inc."
"6307","TROX","Tronox Holdings plc"
"6308","TBI","TrueBlue, Inc."
"6309","TNP","Tsakos Energy Navigation Ltd"
"6310","TNP^B","Tsakos Energy Navigation Ltd"
"6311","TNP^C","Tsakos Energy Navigation Ltd"
"6312","TNP^D","Tsakos Energy Navigation Ltd"
"6313","TNP^E","Tsakos Energy Navigation Ltd"
"6314","TNP^F","Tsakos Energy Navigation Ltd"
"6315","TUFN","Tufin Software Technologies Ltd."
"6316","TUP","Tupperware Brands Corporation"
"6317","TKC","Turkcell Iletisim Hizmetleri AS"
"6318","TPB","Turning Point Brands, Inc."
"6319","TRQ","Turquoise Hill Resources Ltd."
"6320","TPC","Tutor Perini Corporation"
"6321","TWLO","Twilio Inc."
"6322","TRWH","Twin River Worldwide Holdings, Inc."
"6323","TWTR","Twitter, Inc."
"6324","TWO","Two Harbors Investments Corp"
"6325","TWO^A","Two Harbors Investments Corp"
"6326","TWO^B","Two Harbors Investments Corp"
"6327","TWO^C","Two Harbors Investments Corp"
"6328","TWO^D","Two Harbors Investments Corp"
"6329","TWO^E","Two Harbors Investments Corp"
"6330","TYL","Tyler Technologies, Inc."
"6331","TSN","Tyson Foods, Inc."
"6332","USB","U.S. Bancorp"
"6333","USB^A","U.S. Bancorp"
"6334","USB^H","U.S. Bancorp"
"6335","USB^M","U.S. Bancorp"
"6336","USB^O","U.S. Bancorp"
"6337","USB^P","U.S. Bancorp"
"6338","USPH","U.S. Physical Therapy, Inc."
"6339","SLCA","U.S. Silica Holdings, Inc."
"6340","USX","U.S. Xpress Enterprises, Inc."
"6341","UBER","Uber Technologies, Inc."
"6342","UBS","UBS AG"
"6343","UDR","UDR, Inc."
"6344","UGI","UGI Corporation"
"6345","UGP","Ultrapar Participacoes S.A."
"6346","UMH","UMH Properties, Inc."
"6347","UMH^B","UMH Properties, Inc."
"6348","UMH^C","UMH Properties, Inc."
"6349","UMH^D","UMH Properties, Inc."
"6350","UA","Under Armour, Inc."
"6351","UAA","Under Armour, Inc."
"6352","UFI","Unifi, Inc."
"6353","UNF","Unifirst Corporation"
"6354","UN","Unilever NV"
"6355","UL","Unilever PLC"
"6356","UNP","Union Pacific Corporation"
"6357","UIS","Unisys Corporation"
"6358","UNT","Unit Corporation"
"6359","UMC","United Microelectronics Corporation"
"6360","UNFI","United Natural Foods, Inc."
"6361","UPS","United Parcel Service, Inc."
"6362","URI","United Rentals, Inc."
"6363","USM","United States Cellular Corporation"
"6364","UZA","United States Cellular Corporation"
"6365","UZB","United States Cellular Corporation"
"6366","UZC","United States Cellular Corporation"
"6367","X","United States Steel Corporation"
"6368","UTX","United Technologies Corporation"
"6369","UNH","UnitedHealth Group Incorporated"
"6370","UTL","UNITIL Corporation"
"6371","UNVR","Univar Inc."
"6372","UVV","Universal Corporation"
"6373","UHT","Universal Health Realty Income Trust"
"6374","UHS","Universal Health Services, Inc."
"6375","UVE","UNIVERSAL INSURANCE HOLDINGS INC"
"6376","UTI","Universal Technical Institute Inc"
"6377","UNM","Unum Group"
"6378","UNMA","Unum Group"
"6379","UE","Urban Edge Properties"
"6380","UBA","Urstadt Biddle Properties Inc."
"6381","UBP","Urstadt Biddle Properties Inc."
"6382","UBP^G","Urstadt Biddle Properties Inc."
"6383","UBP^H","Urstadt Biddle Properties Inc."
"6384","USFD","US Foods Holding Corp."
"6385","USAC","USA Compression Partners, LP"
"6386","USNA","USANA Health Sciences, Inc."
"6387","USDP","USD Partners LP"
"6388","BIF","USLIFE Income Fund, Inc."
"6389","VFC","V.F. Corporation"
"6390","VFC$","V.F. Corporation"
"6391","EGY","VAALCO Energy, Inc. "
"6392","MTN","Vail Resorts, Inc."
"6393","VALE","VALE S.A."
"6394","VLO","Valero Energy Corporation"
"6395","VHI","Valhi, Inc."
"6396","VMI","Valmont Industries, Inc."
"6397","VVV","Valvoline Inc."
"6398","VAPO","Vapotherm, Inc."
"6399","VAR","Varian Medical Systems, Inc."
"6400","VGR","Vector Group Ltd."
"6401","VEC","Vectrus, Inc."
"6402","VEDL","Vedanta  Limited"
"6403","VEEV","Veeva Systems Inc."
"6404","VNTR","Venator Materials PLC"
"6405","VTR","Ventas, Inc."
"6406","VNE","Veoneer, Inc."
"6407","VER","VEREIT Inc."
