Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,CIK
SSB,South State Corporation,70.95,$2.51B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ssb,764038
SSBI,Summit State Bank,11.15,$67.64M,2006,n/a,n/a,https://www.nasdaq.com/symbol/ssbi,
SSFN,Stewardship Financial Corp,9.0797,$79.1M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ssfn,1023860
SSKN,"Strata Skin Sciences, Inc.",2.4,$74.62M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sskn,1051514
SSLJ,SSLJ.com Limited,3.37,$148.28M,2018,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/sslj,1709563
SSNC,"SS&C Technologies Holdings, Inc.",56.61,$14.32B,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc,1402436
SSNT,"SilverSun Technologies, Inc.",2.5201,$11.34M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ssnt,
SSP,E.W. Scripps Company (The),17.6,$1.42B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp,832428
SSRM,SSR Mining Inc.,11.21,$1.36B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ssrm,
SSTI,"ShotSpotter, Inc.",43.58,$493.37M,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssti,1351636
SSYS,"Stratasys, Ltd.",22.54,$1.22B,1994,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ssys,1517396
STAA,STAAR Surgical Company,24.42,$1.09B,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/staa,718937
STAF,"Staffing 360 Solutions, Inc.",1.57,$12.94M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/staf,
STAY,"Extended Stay America, Inc.",17.67,$3.33B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/stay,1581164
STBA,"S&T Bancorp, Inc.",38.64,$1.33B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stba,719220
STCN,"Steel Connect, Inc.",1.815,$112.16M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stcn,914712
STFC,State Auto Financial Corporation,33.36,$1.45B,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/stfc,874977
STIM,"Neuronetics, Inc.",14.37,$263.09M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/stim,1227636
STKL,"SunOpta, Inc.",4.19,$366.8M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/stkl,351834
STKS,"The ONE Group Hospitality, Inc.",3.65,$104.5M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/stks,1399520
STLD,"Steel Dynamics, Inc.",30.92,$6.87B,1996,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/stld,1022671
STML,"Stemline Therapeutics, Inc.",14.435,$630.59M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/stml,1264587
STMP,Stamps.com Inc.,42,$730.3M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stmp,1082923
STND,Standard AVB Financial Corp.,27.63,$133.25M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stnd,1492915
STNE,StoneCo Ltd.,26.54,$7.87B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/stne,1745431
STNL,Sentinel Energy Services Inc.,10.11,$435.99M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnl,1709768
STNLU,Sentinel Energy Services Inc.,10.2305,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlu,1709768
STNLW,Sentinel Energy Services Inc.,0.7,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlw,1709768
STPP,Barclays PLC,28.7975,$4.23M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stpp,
STRA,"Strategic Education, Inc.",168.5,$3.7B,1996,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stra,1013934
STRL,Sterling Construction Company Inc,11.97,$316.21M,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/strl,874238
STRM,"Streamline Health Solutions, Inc.",1.23,$25.73M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/strm,1008586
STRO,"Sutro Biopharma, Inc.",10.92,$250.35M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/stro,1382101
STRS,Stratus Properties Inc.,26.4,$215.86M,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/strs,885508
STRT,Strattec Security Corporation,27.12,$101.84M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/strt,933034
STX,Seagate Technology PLC,44.04,$12.19B,2002,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx,1137789
STXB,"Spirit of Texas Bancshares, Inc.",22.45,$309.37M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/stxb,1499453
SUMR,"Summer Infant, Inc.",0.68,$12.82M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sumr,1314772
SUNS,Solar Senior Capital Ltd.,16.98,$272.42M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/suns,1508171
SUNW,"Sunworks, Inc.",1.23,$32.17M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/sunw,1172631
SUPN,"Supernus Pharmaceuticals, Inc.",33.38,$1.75B,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/supn,1356576
SURF,"Surface Oncology, Inc.",4.05,$112.77M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/surf,1718108
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,25.01,$88.79M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/susb,
SUSC,iShares ESG USD Corporate Bond ETF,24.96,$33.7M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/susc,
SUSL,iShares ESG MSCI USA Leaders ETF,48,$835.2M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/susl,
SVA,"Sinovac Biotech, Ltd.",6.47,$460.25M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sva,1084201
SVBI,Severn Bancorp Inc,8.74,$111.65M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi,868271
SVMK,SVMK Inc.,16.07,$2.09B,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/svmk,1739936
SVRA,"Savara, Inc.",11.12,$419.46M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/svra,1160308
SVVC,"Firsthand Technology Value Fund, Inc.",10.68,$77.71M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/svvc,
SWAV,"ShockWave Medical, Inc.",57.39,$1.61B,2019,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/swav,1642545
SWIR,"Sierra Wireless, Inc.",13.16,$475.74M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir,1111863
SWKS,"Skyworks Solutions, Inc.",76.63,$13.23B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks,4127
SXTC,"China SXT Pharmaceuticals, Inc.",4.24,$100.7M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sxtc,1723980
SY,So-Young International Inc.,18.86,$1.89B,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/sy,768262
SYBT,"Stock Yards Bancorp, Inc.",33.86,$772.78M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sybt,835324
SYBX,"Synlogic, Inc.",7.88,$200.06M,2015,n/a,n/a,https://www.nasdaq.com/symbol/sybx,1527599
SYKE,"Sykes Enterprises, Incorporated",25.5,$1.09B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/syke,1010612
SYMC,Symantec Corporation,19.14,$12.23B,1989,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/symc,849399
SYNA,Synaptics Incorporated,32.4,$1.12B,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/syna,817720
SYNC,"Synacor, Inc.",1.55,$60.53M,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sync,1408278
SYNH,"Syneos Health, Inc.",42.9,$4.45B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/synh,1610950
SYNL,Synalloy Corporation,18.91,$169.53M,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/synl,95953
SYPR,"Sypris Solutions, Inc.",0.95,$20.29M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sypr,864240
SYRS,"Syros Pharmaceuticals, Inc.",7.04,$298.74M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syrs,1556263
TA,TravelCenters of America LLC,3.58,$144.62M,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ta,1378453
TACO,"Del Taco Restaurants, Inc.",11.45,$420.74M,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/taco,1585583
TACOW,"Del Taco Restaurants, Inc.",1.93,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tacow,1585583
TACT,TransAct Technologies Incorporated,9,$67.1M,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact,1017303
TAIT,Taitron Components Incorporated,4.99,$28.44M,1995,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tait,942126
TANH,Tantech Holdings Ltd.,1.52,$43.63M,2015,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tanh,1588084
TANNI,TravelCenters of America LLC,25.35,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tanni,1378453
TANNL,TravelCenters of America LLC,25.43,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannl,1378453
TANNZ,TravelCenters of America LLC,25.25,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannz,1378453
TAOP,Taoping Inc.,0.9639,$40.25M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/taop,1552670
TAPR,Barclays PLC,21.295,$12.92M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tapr,
TAST,"Carrols Restaurant Group, Inc.",8.62,$382.48M,2006,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tast,809248
TATT,TAT Technologies Ltd.,6.1,$54.14M,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tatt,808439
TAYD,"Taylor Devices, Inc.",11.04,$38.34M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tayd,96536
TBBK,"The Bancorp, Inc.",9.62,$543.22M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tbbk,1258754
TBIO,"Translate Bio, Inc.",9.28,$472.38M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tbio,1693415
TBK,"Triumph Bancorp, Inc.",28.99,$774.19M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/tbk,1539638
TBLT,"ToughBuilt Industries, Inc.",1.08,$18.92M,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tblt,1668370
TBLTU,"ToughBuilt Industries, Inc.",5,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tbltu,1668370
TBLTW,"ToughBuilt Industries, Inc.",0.1412,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tbltw,1668370
TBNK,Territorial Bancorp Inc.,28.22,$272.1M,2009,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tbnk,1447051
TBPH,"Theravance Biopharma, Inc.",20.81,$1.17B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tbph,1583107
TBRG,"Thunder Bridge Acquisition, Ltd.",10.32,$332.82M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrg,1720592
TBRGU,"Thunder Bridge Acquisition, Ltd.",12.19,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrgu,1720592
TBRGW,"Thunder Bridge Acquisition, Ltd.",1.58,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrgw,1720592
TC,TuanChe Limited,6.96,$503.37M,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tc,1743340
TCBI,"Texas Capital Bancshares, Inc.",60.92,$3.06B,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbi,1077428
TCBIL,"Texas Capital Bancshares, Inc.",26.08,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbil,1077428
TCBIP,"Texas Capital Bancshares, Inc.",25.95,$155.7M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbip,1077428
TCBK,TriCo Bancshares,39.25,$1.2B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbk,356171
TCCO,Technical Communications Corporation,4.05,$7.49M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/tcco,96699
TCDA,"Tricida, Inc.",34.73,$1.71B,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tcda,1595585
TCFC,The Community Financial Corporation,29.75,$166.08M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcfc,855874
TCGP,The Carlyle Group L.P.,23.86,$381.76M,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/tcgp,1527166
TCMD,"Tactile Systems Technology, Inc.",52.47,$987.78M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tcmd,1027838
TCON,"TRACON Pharmaceuticals, Inc.",0.6699,$20.03M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tcon,1394319
TCPC,BlackRock TCP Capital Corp.,14.42,$847.4M,2012,n/a,n/a,https://www.nasdaq.com/symbol/tcpc,1370755
TCRD,"THL Credit, Inc.",6.64,$211.21M,2010,n/a,n/a,https://www.nasdaq.com/symbol/tcrd,1464963
TCRR,TCR2 Therapeutics Inc.,16.25,$389.02M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tcrr,1750019
TCX,Tucows Inc.,65.4,$696.1M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tcx,909494
TDAC,Trident Acquisitions Corp.,10.24,$269.38M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdac,1673481
TDACU,Trident Acquisitions Corp.,10.43,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdacu,1673481
TDACW,Trident Acquisitions Corp.,0.17,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdacw,1673481
TDIV,First Trust NASDAQ Technology Dividend Index Fund,37.31,$932.94M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdiv,
TEAM,Atlassian Corporation Plc,120.78,$29.12B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,1650372
TECD,Tech Data Corporation,97.11,$3.58B,1986,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/tecd,790703
TECH,Bio-Techne Corp,194.66,$7.37B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tech,842023
TEDU,"Tarena International, Inc.",4.32,$229.3M,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tedu,1592560
TELL,Tellurian Inc.,8.45,$2.26B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tell,61398
TENB,"Tenable Holdings, Inc.",27.3,$2.63B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tenb,1660280
TENX,"Tenax Therapeutics, Inc.",1.46,$8.99M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/tenx,34956
TER,"Teradyne, Inc.",45.76,$7.92B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ter,97210
TERP,"TerraForm Power, Inc.",13.38,$2.8B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/terp,1599947
TESS,TESSCO Technologies Incorporated,16.115,$136.38M,1994,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tess,927355
TEUM,Pareteum Corporation,4.15,$460.33M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/teum,1084384
TFSL,TFS Financial Corporation,17.05,$4.77B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tfsl,1381668
TGA,TransGlobe Energy Corporation,1.77,$128.4M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tga,736744
TGEN,Tecogen Inc.,3.5195,$87.42M,2014,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tgen,1537435
TGLS,Tecnoglass Inc.,7.01,$305.86M,2012,Consumer Durables,Electronic Components,https://www.nasdaq.com/symbol/tgls,1534675
TGTX,"TG Therapeutics, Inc.",6.85,$612.39M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tgtx,1001316
TH,Target Hospitality Corp.,10.49,$1.1B,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/th,1712189
THCB,Tuscan Holdings Corp.,9.8,$347.77M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/thcb,1760689
THCBU,Tuscan Holdings Corp.,10.52,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/thcbu,1760689
THCBW,Tuscan Holdings Corp.,0.7,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/thcbw,1760689
THFF,First Financial Corporation Indiana,39.19,$481.65M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/thff,714562
THOR,"Synthorx, Inc.",16.27,$522.95M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/thor,1609727
THRM,Gentherm Inc,39.95,$1.35B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/thrm,903129
THWWW,Target Hospitality Corp.,2.13,n/a,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/thwww,1712189
TIBR,Tiberius Acquisition Corporation,10.12,$218.21M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibr,1662253
TIBRU,Tiberius Acquisition Corporation,10.43,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibru,1662253
TIBRW,Tiberius Acquisition Corporation,0.36,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibrw,1662253
TIGO,Millicom International Cellular S.A.,56.25,$5.69B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tigo,
TIGR,UP Fintech Holding Limited,7.79,$1.03B,2019,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tigr,1756699
TILE,"Interface, Inc.",15.78,$946.93M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tile,715787
TIPT,Tiptree Inc.,5.92,$204.39M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/tipt,1393726
TITN,Titan Machinery Inc.,14.67,$325.45M,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/titn,1409171
TIVO,TiVo Corporation,7.32,$914.63M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/tivo,1675820
TKKS,TKK Symphony Acquisition Corporation,9.98,$313.87M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkks,1738758
TKKSR,TKK Symphony Acquisition Corporation,0.3,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksr,1738758
TKKSU,TKK Symphony Acquisition Corporation,10.34,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksu,1738758
TKKSW,TKK Symphony Acquisition Corporation,0.13,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksw,1738758
TLC,"Taiwan Liposome Company, Ltd.",5.28,$169.08M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlc,1722890
TLF,"Tandy Leather Factory, Inc.",5.85,$52.26M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tlf,909724
TLGT,"Teligent, Inc.",0.86,$46.31M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlgt,352998
TLND,Talend S.A.,47.81,$1.45B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd,1668105
TLRY,"Tilray, Inc.",46.47,$4.5B,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/tlry,1731348
TLSA,Tiziana Life Sciences plc,7.98,$108.9M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlsa,1723069
TLT,iShares 20+ Year Treasury Bond ETF,125.73,$12.38B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tlt,
TMCX,Trinity Merger Corp.,10.25,$442.03M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcx,1731536
TMCXU,Trinity Merger Corp.,10.57,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxu,1731536
TMCXW,Trinity Merger Corp.,0.35,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxw,1731536
TMDI,Titan Medical Inc.,2.65,$82.55M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tmdi,
TMDX,"TransMedics Group, Inc.",26.99,$546.17M,2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/tmdx,
TMSR,TMSR Holding Company Limited,1.65,$35.92M,2015,Finance,Business Services,https://www.nasdaq.com/symbol/tmsr,1641398
TMUS,"T-Mobile US, Inc.",73.42,$62.72B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tmus,1283699
TNAV,"Telenav, Inc.",6.67,$304.44M,2010,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnav,1474439
TNDM,"Tandem Diabetes Care, Inc.",62.16,$3.61B,2013,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tndm,1438133
TNXP,Tonix Pharmaceuticals Holding Corp.,1.81,$11.02M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tnxp,1430306
TOCA,Tocagen Inc.,8.82,$205.25M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/toca,1419041
TOPS,TOP Ships Inc.,0.6799,$16.97M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tops,1296484
TORC,"resTORbio, Inc.",8.08,$284.86M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/torc,1720580
TOTA,Tottenham Acquisition I Limited,10.22,$60.96M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tota,1731176
TOTAR,Tottenham Acquisition I Limited,0.34,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totar,1731176
TOTAU,Tottenham Acquisition I Limited,10.42,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totau,1731176
TOTAW,Tottenham Acquisition I Limited,0.1,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totaw,1731176
TOUR,Tuniu Corporation,4.02,$495.81M,2014,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/tour,1597095
TOWN,Towne Bank,25.39,$1.84B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/town,
TPCO,Tribune Publishing Company,10.8,$385.47M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tpco,1593195
TPIC,"TPI Composites, Inc.",23.11,$809.2M,2016,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tpic,1455684
TPTX,"Turning Point Therapeutics, Inc.",29.56,$876.59M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tptx,1595893
TQQQ,ProShares UltraPro QQQ,54.82,$3.57B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tqqq,
TRCB,Two River Bancorp,15.02,$130.21M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trcb,1343034
TRCH,"Torchlight Energy Resources, Inc.",1.3,$92.86M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/trch,1431959
TREE,"LendingTree, Inc.",365.58,$4.71B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree,1434621
TRHC,"Tabula Rasa HealthCare, Inc.",44.24,$972.76M,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/trhc,1651561
TRIB,Trinity Biotech plc,2.39,$50.02M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/trib,888721
TRIL,Trillium Therapeutics Inc.,0.5949,$15.64M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tril,1616212
TRIP,"TripAdvisor, Inc.",46,$6.4B,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip,1526520
TRMB,Trimble Inc.,40.4,$10.17B,1990,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trmb,864749
TRMD,TORM plc,7.81,$577.21M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/trmd,1655891
TRMK,Trustmark Corporation,33.6,$2.18B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trmk,36146
TRMT,Tremont Mortgage Trust,8.04,$25.56M,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trmt,1708405
TRNS,"Transcat, Inc.",24.18,$174.31M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/trns,99302
TRNX,"Taronis Technologies, Inc.",0.4412,$10.89M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trnx,1353487
TROV,"TrovaGene, Inc.",3.16,$16.57M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/trov,1213037
TROW,"T. Rowe Price Group, Inc.",101.13,$23.91B,1986,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/trow,1113169
TRPX,Therapix Biosciences Ltd.,3.31,$11.58M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trpx,1611746
TRS,TriMas Corporation,29.89,$1.37B,2007,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/trs,842633
TRST,TrustCo Bank Corp NY,7.72,$747.47M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trst,357301
TRUE,"TrueCar, Inc.",6.53,$687.54M,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/true,1327318
TRUP,"Trupanion, Inc.",30.19,$1.04B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/trup,1371285
TRVG,trivago N.V.,4,$1.41B,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/trvg,1683825
TRVI,"Trevi Therapeutics, Inc.",7.98,$141.82M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trvi,
TRVN,"Trevena, Inc.",1.41,$130.22M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trvn,1429560
